ID,NAME,BOT_ID,MISSION_ID,ORDER,CREATIVE_NAME,learn_data,Story,LEARN_MECHANISM (LLM type),Activity_Category,STATUS,Level_bot_id,ICON,estimate time,,
262026_37,Thế giới thiên nhiên kì thú,1030,preA1_37,98,Thế giới thiên nhiên kì thú,"{
  ""words"": [
  {
  ""word"": ""lake"",
  ""translation"": ""hồ""
  },
  {
  ""word"": ""river"",
  ""translation"": ""sông""
  },
  {
  ""word"": ""forest"",
  ""translation"": ""rừng""
  },
  {
  ""word"": ""beach"",
  ""translation"": ""bãi biển""
  },
  {
  ""word"": ""mountain"",
  ""translation"": ""núi""
  },
  {
  ""word"": ""desert"",
  ""translation"": ""sa mạc""
  }
  ]
 }",Cùng học từ vựng về chủ đề cảnh quan thiên nhiên,WORK_FLOW,Nạp cụm,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1030
  }
}",,,"{
  ""words"": [
  {
  ""word"": ""lake"",
  ""translation"": ""hồ""
  },
  {
  ""word"": ""river"",
  ""translation"": ""sông""
  },
  {
  ""word"": ""forest"",
  ""translation"": ""rừng""
  },
  {
  ""word"": ""beach"",
  ""translation"": ""bãi biển""
  },
  {
  ""word"": ""mountain"",
  ""translation"": ""núi""
  },
  {
  ""word"": ""desert"",
  ""translation"": ""sa mạc""
  }
  ]
 }",
060526_28,Thiên nhiên xanh xanh,1581,preA1_37,99,Thiên nhiên xanh xanh,"{
  ""words"": []
 }","Là lá la, Pika có một bài hát siêu hay dành cho bé đây!",WORK_FLOW,Hát cùng Pika,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1581
  }
}",,,"{
  ""words"": []
 }",
262026_39.2,Phép màu kỳ diệu,1162,preA1_38,100,Phép màu kỳ diệu,"{
  ""words"": [
  {
  ""word"": ""lake"",
  ""translation"": ""hồ""
  },
  {
  ""word"": ""river"",
  ""translation"": ""sông""
  },
  {
  ""word"": ""forest"",
  ""translation"": ""rừng""
  },
  {
  ""word"": ""beach"",
  ""translation"": ""bãi biển""
  },
  {
  ""word"": ""mountain"",
  ""translation"": ""núi""
  },
  {
  ""word"": ""desert"",
  ""translation"": ""sa mạc""
  }
  ]
 }",Cùng nói cụm từ 3 lần để thấy phép màu kỳ diệu từ hành tinh Popa,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1162
  }
}",,,"{
  ""words"": [
  {
  ""word"": ""lake"",
  ""translation"": ""hồ""
  },
  {
  ""word"": ""river"",
  ""translation"": ""sông""
  },
  {
  ""word"": ""forest"",
  ""translation"": ""rừng""
  },
  {
  ""word"": ""beach"",
  ""translation"": ""bãi biển""
  },
  {
  ""word"": ""mountain"",
  ""translation"": ""núi""
  },
  {
  ""word"": ""desert"",
  ""translation"": ""sa mạc""
  }
  ]
 }",
262026_38,Gặp gỡ bạn Jenny,1060,preA1_38,101,Gặp gỡ bạn Jenny,"{
  ""words"": [
  {
  ""word"": ""lake"",
  ""translation"": ""hồ""
  },
  {
  ""word"": ""river"",
  ""translation"": ""sông""
  },
  {
  ""word"": ""forest"",
  ""translation"": ""rừng""
  },
  {
  ""word"": ""beach"",
  ""translation"": ""bãi biển""
  },
  {
  ""word"": ""mountain"",
  ""translation"": ""núi""
  },
  {
  ""word"": ""desert"",
  ""translation"": ""sa mạc""
  }
  ]
 }","Cùng gặp lại bạn Jenny ở hành tinh Popa, hôm nay mình sẽ cùng bạn Jenny khám phá hành tinh Popa nhé, sẽ có khá nhiều điểm tương đồng với trái đất mình lắm cậu ơi",WORK_FLOW,Luyện tập,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1060
  }
}",,,"{
  ""words"": [
  {
  ""word"": ""lake"",
  ""translation"": ""hồ""
  },
  {
  ""word"": ""river"",
  ""translation"": ""sông""
  },
  {
  ""word"": ""forest"",
  ""translation"": ""rừng""
  },
  {
  ""word"": ""beach"",
  ""translation"": ""bãi biển""
  },
  {
  ""word"": ""mountain"",
  ""translation"": ""núi""
  },
  {
  ""word"": ""desert"",
  ""translation"": ""sa mạc""
  }
  ]
 }",
262026_39,Thẻ bài thiên nhiên,1064,preA1_39,102,Thẻ bài thiên nhiên,"{
  ""words"": [
  {
  ""word"": ""lake"",
  ""translation"": ""hồ""
  },
  {
  ""word"": ""river"",
  ""translation"": ""sông""
  },
  {
  ""word"": ""forest"",
  ""translation"": ""rừng""
  },
  {
  ""word"": ""beach"",
  ""translation"": ""bãi biển""
  },
  {
  ""word"": ""mountain"",
  ""translation"": ""núi""
  }
  ]
 }","Những tấm thẻ đầy màu sắc được xáo trộn, cậu hãy tinh mắt để đoán đúng tấm thẻ tớ chọn nhé!",WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1064
  }
}",,,"{
  ""words"": [
  {
  ""word"": ""lake"",
  ""translation"": ""hồ""
  },
  {
  ""word"": ""river"",
  ""translation"": ""sông""
  },
  {
  ""word"": ""forest"",
  ""translation"": ""rừng""
  },
  {
  ""word"": ""beach"",
  ""translation"": ""bãi biển""
  },
  {
  ""word"": ""mountain"",
  ""translation"": ""núi""
  }
  ]
 }",
190526_11,Niềm vui Giáng Sinh,1717,preA1_39,103,Niềm vui Giáng Sinh,"{
  ""words"": [
    {
      ""word"": ""Xmas"",
      ""translation"": ""Giáng sinh""
    },
    {
      ""word"": ""Yellow"",
      ""translation"": ""Màu vàng""
    },
    {
      ""word"": ""Zebra"",
      ""translation"": ""Ngựa vằn""
    }
  ],
  ""sentences"": []
}",Pika muốn nói chuyện một chút với cậu về chủ đề thú vị này,AGENT,Luyện ngữ âm,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1717
  }
}",,,,
060526_29,Thế giới xanh tươi,1634,preA1_39,104,Thế giới xanh tươi,"{
  ""words"": []
 }","Là lá la, Pika có một bài hát siêu hay dành cho bé đây!",WORK_FLOW,Hát cùng Pika,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1634
  }
}",,,"{
  ""words"": []
 }",
262026_40,Thiên nhiên quanh ta (phần 2),1094,preA1_40,105,Thiên nhiên quanh ta (phần 2),"{
  ""words"": [
  {
  ""word"": ""tree"",
  ""translation"": ""cây""
  },
  {
  ""word"": ""flower"",
  ""translation"": ""hoa""
  },
  {
  ""word"": ""hill"",
  ""translation"": ""đồi""
  },
  {
  ""word"": ""sky"",
  ""translation"": ""bầu trời""
  },
  {
  ""word"": ""sun"",
  ""translation"": ""mặt trời""
  },
  {
  ""word"": ""moon"",
  ""translation"": ""mặt trăng""
  }
  ]
 }",Cùng học từ vựng về chủ đề cảnh quan thiên nhiên,WORK_FLOW,Nạp cụm,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1094
  }
}",,,"{
  ""words"": [
  {
  ""word"": ""tree"",
  ""translation"": ""cây""
  },
  {
  ""word"": ""flower"",
  ""translation"": ""hoa""
  },
  {
  ""word"": ""hill"",
  ""translation"": ""đồi""
  },
  {
  ""word"": ""sky"",
  ""translation"": ""bầu trời""
  },
  {
  ""word"": ""sun"",
  ""translation"": ""mặt trời""
  },
  {
  ""word"": ""moon"",
  ""translation"": ""mặt trăng""
  }
  ]
 }",
262026_41,Đánh thức rồng con,1108,preA1_40,106,Đánh thức rồng con,"{
  ""words"": [
  {
  ""word"": ""tree"",
  ""translation"": ""cây""
  },
  {
  ""word"": ""flower"",
  ""translation"": ""hoa""
  },
  {
  ""word"": ""hill"",
  ""translation"": ""đồi""
  },
  {
  ""word"": ""sky"",
  ""translation"": ""bầu trời""
  },
  {
  ""word"": ""sun"",
  ""translation"": ""mặt trời""
  },
  {
  ""word"": ""moon"",
  ""translation"": ""mặt trăng""
  }
  ]
 }",Cùng đánh thức những chú rồng con đáng yêu bằng khả năng ghi nhớ và phát âm,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1108
  }
}",,,"{
  ""words"": [
  {
  ""word"": ""tree"",
  ""translation"": ""cây""
  },
  {
  ""word"": ""flower"",
  ""translation"": ""hoa""
  },
  {
  ""word"": ""hill"",
  ""translation"": ""đồi""
  },
  {
  ""word"": ""sky"",
  ""translation"": ""bầu trời""
  },
  {
  ""word"": ""sun"",
  ""translation"": ""mặt trời""
  },
  {
  ""word"": ""moon"",
  ""translation"": ""mặt trăng""
  }
  ]
 }",
262026_42.1,Thử thách gọi tên,1128,preA1_40,107,Thử thách gọi tên,"{
  ""words"": []
 }",Thử thách: Hô to những biểu tượng cậu thấy. Phải thật nhanh nha!,WORK_FLOW,Luyện tập,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1128
  }
}",,,"{
  ""words"": []
 }",
060526_30,Thiên nhiên quanh ta,1569,preA1_40,108,Thiên nhiên quanh ta,"{
  ""words"": []
 }","Là lá la, Pika có một bài hát siêu hay dành cho bé đây!",WORK_FLOW,Hát cùng Pika,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1569
  }
}",,,"{
  ""words"": []
 }",
060526_31,Phép màu kỳ diệu,1502,preA1_41,109,Phép màu kỳ diệu,"{
  ""words"": []
 }",Cùng nói cụm từ 3 lần để thấy phép màu kỳ diệu từ hành tinh Popa,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1502
  }
}",,,"{
  ""words"": []
 }",
262026_39.1,Đường đua kỳ thú,1158,preA1_41,110,Đường đua kỳ thú,"{
  ""words"": [
  {
  ""word"": ""lake"",
  ""translation"": ""hồ""
  },
  {
  ""word"": ""river"",
  ""translation"": ""sông""
  },
  {
  ""word"": ""forest"",
  ""translation"": ""rừng""
  },
  {
  ""word"": ""beach"",
  ""translation"": ""bãi biển""
  },
  {
  ""word"": ""mountain"",
  ""translation"": ""núi""
  },
  {
  ""word"": ""desert"",
  ""translation"": ""sa mạc""
  }
  ]
 }",Tham gia hành trình phiêu lưu kỳ thú cùng bạn của Pika thôi!,WORK_FLOW,Luyện tập,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1158
  }
}",,,"{
  ""words"": [
  {
  ""word"": ""lake"",
  ""translation"": ""hồ""
  },
  {
  ""word"": ""river"",
  ""translation"": ""sông""
  },
  {
  ""word"": ""forest"",
  ""translation"": ""rừng""
  },
  {
  ""word"": ""beach"",
  ""translation"": ""bãi biển""
  },
  {
  ""word"": ""mountain"",
  ""translation"": ""núi""
  },
  {
  ""word"": ""desert"",
  ""translation"": ""sa mạc""
  }
  ]
 }",
262026_42,Lựa chọn đúng - trúng phần quà,1120,preA1_42,111,Lựa chọn đúng - trúng phần quà,"{
  ""words"": [
  {
  ""word"": ""tree"",
  ""translation"": ""cây""
  },
  {
  ""word"": ""flower"",
  ""translation"": ""hoa""
  },
  {
  ""word"": ""hill"",
  ""translation"": ""đồi""
  },
  {
  ""word"": ""sky"",
  ""translation"": ""bầu trời""
  },
  {
  ""word"": ""sun"",
  ""translation"": ""mặt trời""
  },
  {
  ""word"": ""moon"",
  ""translation"": ""mặt trăng""
  }
  ]
 }","Thử tài tinh mắt, phán đoán và nói đúng từ tiếng Anh mà cậu chọn",WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1120
  }
}",,,"{
  ""words"": [
  {
  ""word"": ""tree"",
  ""translation"": ""cây""
  },
  {
  ""word"": ""flower"",
  ""translation"": ""hoa""
  },
  {
  ""word"": ""hill"",
  ""translation"": ""đồi""
  },
  {
  ""word"": ""sky"",
  ""translation"": ""bầu trời""
  },
  {
  ""word"": ""sun"",
  ""translation"": ""mặt trời""
  },
  {
  ""word"": ""moon"",
  ""translation"": ""mặt trăng""
  }
  ]
 }",
190526_12,Khám phá thiên nhiên,1670,preA1_42,112,Khám phá thiên nhiên,"{
  ""words"": [
    {
      ""word"": ""Fox"",
      ""translation"": ""Con cáo""
    },
    {
      ""word"": ""Yogurt"",
      ""translation"": ""Sữa chua""
    },
    {
      ""word"": ""Zip"",
      ""translation"": ""Khóa kéo""
    }
  ],
  ""sentences"": []
}",Pika muốn nói chuyện một chút với cậu về chủ đề thú vị này,AGENT,Luyện ngữ âm,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1670
  }
}",,,,
060526_32,Chơi cùng thiên nhiên,1583,preA1_42,113,Chơi cùng thiên nhiên,"{
  ""words"": []
 }","Là lá la, Pika có một bài hát siêu hay dành cho bé đây!",WORK_FLOW,Hát cùng Pika,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1583
  }
}",,,"{
  ""words"": []
 }",
262026_43,Món đồ công nghệ,1031,preA1_43,114,Món đồ công nghệ,"{
  ""words"": [
  {
  ""word"": ""radio"",
  ""translation"": ""đài radio""
  },
  {
  ""word"": ""camera"",
  ""translation"": ""máy ảnh""
  },
  {
  ""word"": ""speaker"",
  ""translation"": ""loa""
  },
  {
  ""word"": ""smartphone"",
  ""translation"": ""điện thoại thông minh""
  },
  {
  ""word"": ""laptop"",
  ""translation"": ""máy tính xách tay""
  },
  {
  ""word"": ""keyboard"",
  ""translation"": ""bàn phím""
  }
  ]
 }",Cùng học từ vựng về chủ đề công nghệ,WORK_FLOW,Nạp cụm,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1031
  }
}",,,"{
  ""words"": [
  {
  ""word"": ""radio"",
  ""translation"": ""đài radio""
  },
  {
  ""word"": ""camera"",
  ""translation"": ""máy ảnh""
  },
  {
  ""word"": ""speaker"",
  ""translation"": ""loa""
  },
  {
  ""word"": ""smartphone"",
  ""translation"": ""điện thoại thông minh""
  },
  {
  ""word"": ""laptop"",
  ""translation"": ""máy tính xách tay""
  },
  {
  ""word"": ""keyboard"",
  ""translation"": ""bàn phím""
  }
  ]
 }",
060526_33,Máy móc thông minh,1584,preA1_43,115,Máy móc thông minh,"{
  ""words"": []
 }","Là lá la, Pika có một bài hát siêu hay dành cho bé đây!",WORK_FLOW,Hát cùng Pika,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1584
  }
}",,,"{
  ""words"": []
 }",
262026_45.2,Phép màu kỳ diệu,1165,preA1_44,116,Phép màu kỳ diệu,"{
  ""words"": [
  {
  ""word"": ""radio"",
  ""translation"": ""đài radio""
  },
  {
  ""word"": ""camera"",
  ""translation"": ""máy ảnh""
  },
  {
  ""word"": ""speaker"",
  ""translation"": ""loa""
  },
  {
  ""word"": ""smartphone"",
  ""translation"": ""điện thoại thông minh""
  },
  {
  ""word"": ""laptop"",
  ""translation"": ""máy tính xách tay""
  },
  {
  ""word"": ""keyboard"",
  ""translation"": ""bàn phím""
  }
  ]
 }",Cùng nói cụm từ 3 lần để thấy phép màu kỳ diệu từ hành tinh Popa,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1165
  }
}",,,"{
  ""words"": [
  {
  ""word"": ""radio"",
  ""translation"": ""đài radio""
  },
  {
  ""word"": ""camera"",
  ""translation"": ""máy ảnh""
  },
  {
  ""word"": ""speaker"",
  ""translation"": ""loa""
  },
  {
  ""word"": ""smartphone"",
  ""translation"": ""điện thoại thông minh""
  },
  {
  ""word"": ""laptop"",
  ""translation"": ""máy tính xách tay""
  },
  {
  ""word"": ""keyboard"",
  ""translation"": ""bàn phím""
  }
  ]
 }",
262026_44,Gặp gỡ bạn Jenny,1086,preA1_44,117,Gặp gỡ bạn Jenny,"{
  ""words"": [
  {
  ""word"": ""radio"",
  ""translation"": ""đài radio""
  },
  {
  ""word"": ""camera"",
  ""translation"": ""máy ảnh""
  },
  {
  ""word"": ""speaker"",
  ""translation"": ""loa""
  },
  {
  ""word"": ""smartphone"",
  ""translation"": ""điện thoại thông minh""
  },
  {
  ""word"": ""laptop"",
  ""translation"": ""máy tính xách tay""
  },
  {
  ""word"": ""keyboard"",
  ""translation"": ""bàn phím""
  }
  ]
 }","Cùng gặp lại bạn Jenny ở hành tinh Popa, hôm nay mình sẽ cùng bạn Jenny khám phá hành tinh Popa nhé, sẽ có khá nhiều điểm tương đồng với trái đất mình lắm cậu ơi",WORK_FLOW,Luyện tập,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1086
  }
}",,,"{
  ""words"": [
  {
  ""word"": ""radio"",
  ""translation"": ""đài radio""
  },
  {
  ""word"": ""camera"",
  ""translation"": ""máy ảnh""
  },
  {
  ""word"": ""speaker"",
  ""translation"": ""loa""
  },
  {
  ""word"": ""smartphone"",
  ""translation"": ""điện thoại thông minh""
  },
  {
  ""word"": ""laptop"",
  ""translation"": ""máy tính xách tay""
  },
  {
  ""word"": ""keyboard"",
  ""translation"": ""bàn phím""
  }
  ]
 }",
262026_45,Thẻ bài công nghệ,1065,preA1_45,118,Thẻ bài công nghệ,"{
  ""words"": [
  {
  ""word"": ""radio"",
  ""translation"": ""đài radio""
  },
  {
  ""word"": ""camera"",
  ""translation"": ""máy ảnh""
  },
  {
  ""word"": ""speaker"",
  ""translation"": ""loa""
  },
  {
  ""word"": ""smartphone"",
  ""translation"": ""điện thoại thông minh""
  },
  {
  ""word"": ""laptop"",
  ""translation"": ""máy tính xách tay""
  },
  {
  ""word"": ""keyboard"",
  ""translation"": ""bàn phím""
  }
  ]
 }","Những tấm thẻ đầy màu sắc được xáo trộn, cậu hãy tinh mắt để đoán đúng tấm thẻ tớ chọn nhé!",WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1065
  }
}",,,"{
  ""words"": [
  {
  ""word"": ""radio"",
  ""translation"": ""đài radio""
  },
  {
  ""word"": ""camera"",
  ""translation"": ""máy ảnh""
  },
  {
  ""word"": ""speaker"",
  ""translation"": ""loa""
  },
  {
  ""word"": ""smartphone"",
  ""translation"": ""điện thoại thông minh""
  },
  {
  ""word"": ""laptop"",
  ""translation"": ""máy tính xách tay""
  },
  {
  ""word"": ""keyboard"",
  ""translation"": ""bàn phím""
  }
  ]
 }",
060526_34,Phép màu công nghệ,1793,preA1_45,119,Phép màu công nghệ,"{
  ""words"": []
 }","Là lá la, Pika có một bài hát siêu hay dành cho bé đây!",WORK_FLOW,Hát cùng Pika,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1793
  }
}",,,"{
  ""words"": []
 }",
262026_46,Món đồ công nghệ (phần 2),1095,preA1_46,120,Món đồ công nghệ (phần 2),"{
  ""words"": [
  {
  ""word"": ""tablet"",
  ""translation"": ""máy tính bảng""
  },
  {
  ""word"": ""remote"",
  ""translation"": ""điều khiển từ xa""
  },
  {
  ""word"": ""charger"",
  ""translation"": ""bộ sạc""
  },
  {
  ""word"": ""robot"",
  ""translation"": ""rô-bốt""
  },
  {
  ""word"": ""watch"",
  ""translation"": ""đồng hồ đeo tay""
  },
  {
  ""word"": ""computer"",
  ""translation"": ""máy tính""
  }
  ]
 }",Cùng học từ vựng về chủ đề công nghệ,WORK_FLOW,Nạp cụm,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1095
  }
}",,,"{
  ""words"": [
  {
  ""word"": ""tablet"",
  ""translation"": ""máy tính bảng""
  },
  {
  ""word"": ""remote"",
  ""translation"": ""điều khiển từ xa""
  },
  {
  ""word"": ""charger"",
  ""translation"": ""bộ sạc""
  },
  {
  ""word"": ""robot"",
  ""translation"": ""rô-bốt""
  },
  {
  ""word"": ""watch"",
  ""translation"": ""đồng hồ đeo tay""
  },
  {
  ""word"": ""computer"",
  ""translation"": ""máy tính""
  }
  ]
 }",
262026_47,Thử tài câu cá,1103,preA1_46,121,Thử tài câu cá,"{
  ""words"": [
  {
  ""word"": ""tablet"",
  ""translation"": ""máy tính bảng""
  },
  {
  ""word"": ""remote"",
  ""translation"": ""điều khiển từ xa""
  },
  {
  ""word"": ""charger"",
  ""translation"": ""bộ sạc""
  },
  {
  ""word"": ""robot"",
  ""translation"": ""rô-bốt""
  },
  {
  ""word"": ""watch"",
  ""translation"": ""đồng hồ đeo tay""
  },
  {
  ""word"": ""computer"",
  ""translation"": ""máy tính""
  }
  ]
 }",Thử tài câu cá với khả năng ghi nhớ và phát âm từ vựng tiếng Anh,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1103
  }
}",,,"{
  ""words"": [
  {
  ""word"": ""tablet"",
  ""translation"": ""máy tính bảng""
  },
  {
  ""word"": ""remote"",
  ""translation"": ""điều khiển từ xa""
  },
  {
  ""word"": ""charger"",
  ""translation"": ""bộ sạc""
  },
  {
  ""word"": ""robot"",
  ""translation"": ""rô-bốt""
  },
  {
  ""word"": ""watch"",
  ""translation"": ""đồng hồ đeo tay""
  },
  {
  ""word"": ""computer"",
  ""translation"": ""máy tính""
  }
  ]
 }",
262026_48.1,Thử thách gọi tên,1129,preA1_46,122,Thử thách gọi tên,"{
  ""words"": []
 }",Thử thách: Hô to những biểu tượng cậu thấy. Phải thật nhanh nha!,WORK_FLOW,Luyện tập,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1129
  }
}",,,"{
  ""words"": []
 }",
060526_35,Máy móc quanh mình,1585,preA1_46,123,Máy móc quanh mình,"{
  ""words"": []
 }","Là lá la, Pika có một bài hát siêu hay dành cho bé đây!",WORK_FLOW,Hát cùng Pika,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1585
  }
}",,,"{
  ""words"": []
 }",
060526_36,Phép màu kỳ diệu,1503,preA1_47,124,Phép màu kỳ diệu,"{
  ""words"": []
 }",Cùng nói cụm từ 3 lần để thấy phép màu kỳ diệu từ hành tinh Popa,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1503
  }
}",,,"{
  ""words"": []
 }",
